sale_date,product_id,product_name,category,cost_price,unit_price,unit,day_of_week,is_weekend,month,day_of_month,year,festival,is_festival,days_to_next_festival,forecast_qty
2025-11-14,266,,Vegetables,36.0,40.0,kg,4,1,11,14,2025,none,0,-1,2.7370558441453228
2025-11-15,266,,Vegetables,36.0,40.0,kg,5,1,11,15,2025,none,0,-1,3.0317768294904996
2025-11-16,266,,Vegetables,36.0,40.0,kg,6,0,11,16,2025,none,0,-1,3.0317768294904996
2025-11-17,266,,Vegetables,36.0,40.0,kg,0,0,11,17,2025,none,0,-1,2.7763591038649
2025-11-11,267,,Vegetables,48.0,52.0,kg,1,0,11,11,2025,none,0,-1,3.5113888901903443
2025-11-12,267,,Vegetables,48.0,52.0,kg,2,0,11,12,2025,none,0,-1,3.5113888901903443
2025-11-13,267,,Vegetables,48.0,52.0,kg,3,0,11,13,2025,none,0,-1,3.5113888901903443
2025-11-14,267,,Vegetables,48.0,52.0,kg,4,1,11,14,2025,none,0,-1,3.5113888901903443
2025-11-15,267,,Vegetables,48.0,52.0,kg,5,1,11,15,2025,none,0,-1,3.5113888901903443
2025-11-16,267,,Vegetables,48.0,52.0,kg,6,0,11,16,2025,none,0,-1,3.5113888901903443
2025-11-17,267,,Vegetables,48.0,52.0,kg,0,0,11,17,2025,none,0,-1,3.5113888901903443
2025-11-11,268,,Vegetables,58.0,62.0,kg,1,0,11,11,2025,none,0,-1,3.7034134005575194
2025-11-12,268,,Vegetables,58.0,62.0,kg,2,0,11,12,2025,none,0,-1,3.7034134005575194
2025-11-13,268,,Vegetables,58.0,62.0,kg,3,0,11,13,2025,none,0,-1,3.7034134005575194
2025-11-14,268,,Vegetables,58.0,62.0,kg,4,1,11,14,2025,none,0,-1,3.2126668491047785
2025-11-15,268,,Vegetables,58.0,62.0,kg,5,1,11,15,2025,none,0,-1,3.2126668491047785
2025-11-16,268,,Vegetables,58.0,62.0,kg,6,0,11,16,2025,none,0,-1,3.2126668491047785
2025-11-17,268,,Vegetables,58.0,62.0,kg,0,0,11,17,2025,none,0,-1,3.344901749959306
2025-11-11,269,,Vegetables,32.0,35.0,kg,1,0,11,11,2025,none,0,-1,3.3282876705949844
2025-11-12,269,,Vegetables,32.0,35.0,kg,2,0,11,12,2025,none,0,-1,3.3282876705949844
2025-11-13,269,,Vegetables,32.0,35.0,kg,3,0,11,13,2025,none,0,-1,3.3282876705949844
2025-11-14,269,,Vegetables,32.0,35.0,kg,4,1,11,14,2025,none,0,-1,3.3282876705949844
2025-11-15,269,,Vegetables,32.0,35.0,kg,5,1,11,15,2025,none,0,-1,3.3282876705949844
2025-11-16,269,,Vegetables,32.0,35.0,kg,6,0,11,16,2025,none,0,-1,3.3282876705949844
2025-11-17,269,,Vegetables,32.0,35.0,kg,0,0,11,17,2025,none,0,-1,3.3282876705949844
2025-11-11,270,,Vegetables,38.0,42.0,kg,1,0,11,11,2025,none,0,-1,2.7227669083470962
2025-11-12,270,,Vegetables,38.0,42.0,kg,2,0,11,12,2025,none,0,-1,3.344452421219173
2025-11-13,270,,Vegetables,38.0,42.0,kg,3,0,11,13,2025,none,0,-1,3.515769032213566
2025-11-14,270,,Vegetables,38.0,42.0,kg,4,1,11,14,2025,none,0,-1,3.6537735789817023
2025-11-15,270,,Vegetables,38.0,42.0,kg,5,1,11,15,2025,none,0,-1,3.6537735789817023
2025-11-16,270,,Vegetables,38.0,42.0,kg,6,0,11,16,2025,none,0,-1,3.5446077417628685
2025-11-17,270,,Vegetables,38.0,42.0,kg,0,0,11,17,2025,none,0,-1,2.7516056178963986
2025-11-11,271,,Vegetables,68.0,72.0,kg,1,0,11,11,2025,none,0,-1,3.6717433714893115
2025-11-12,271,,Vegetables,68.0,72.0,kg,2,0,11,12,2025,none,0,-1,3.770937609861999
2025-11-13,271,,Vegetables,68.0,72.0,kg,3,0,11,13,2025,none,0,-1,3.770937609861999
2025-11-14,271,,Vegetables,68.0,72.0,kg,4,1,11,14,2025,none,0,-1,3.834099093940321
2025-11-15,271,,Vegetables,68.0,72.0,kg,5,1,11,15,2025,none,0,-1,3.834099093940321
2025-11-16,271,,Vegetables,68.0,72.0,kg,6,0,11,16,2025,none,0,-1,3.69498860034026
2025-11-17,271,,Vegetables,68.0,72.0,kg,0,0,11,17,2025,none,0,-1,3.6717433714893115
2025-11-11,272,,Vegetables,35.0,38.0,kg,1,0,11,11,2025,none,0,-1,3.8449691050461623
2025-11-12,272,,Vegetables,35.0,38.0,kg,2,0,11,12,2025,none,0,-1,3.8449691050461623
2025-11-13,272,,Vegetables,35.0,38.0,kg,3,0,11,13,2025,none,0,-1,3.8322329864934703
2025-11-14,272,,Vegetables,35.0,38.0,kg,4,1,11,14,2025,none,0,-1,3.8322329864934703
2025-11-15,272,,Vegetables,35.0,38.0,kg,5,1,11,15,2025,none,0,-1,3.850090129334238
2025-11-16,272,,Vegetables,35.0,38.0,kg,6,0,11,16,2025,none,0,-1,3.850090129334238
2025-11-17,272,,Vegetables,35.0,38.0,kg,0,0,11,17,2025,none,0,-1,3.8663238955583283
2025-11-11,273,,Vegetables,42.0,45.0,kg,1,0,11,11,2025,none,0,-1,3.235716350152634
2025-11-12,273,,Vegetables,42.0,45.0,kg,2,0,11,12,2025,none,0,-1,3.179662980376668
2025-11-13,273,,Vegetables,42.0,45.0,kg,3,0,11,13,2025,none,0,-1,3.179662980376668
2025-11-14,273,,Vegetables,42.0,45.0,kg,4,1,11,14,2025,none,0,-1,3.091924281890407
2025-11-15,273,,Vegetables,42.0,45.0,kg,5,1,11,15,2025,none,0,-1,3.091924281890407
2025-11-16,273,,Vegetables,42.0,45.0,kg,6,0,11,16,2025,none,0,-1,3.091924281890407
2025-11-17,273,,Vegetables,42.0,45.0,kg,0,0,11,17,2025,none,0,-1,3.235716350152634
2025-11-11,274,,Vegetables,45.0,48.0,kg,1,0,11,11,2025,none,0,-1,3.4410070861291926
2025-11-12,274,,Vegetables,45.0,48.0,kg,2,0,11,12,2025,none,0,-1,3.4410070861291926
2025-11-13,274,,Vegetables,45.0,48.0,kg,3,0,11,13,2025,none,0,-1,3.5279270478887717
2025-11-14,274,,Vegetables,45.0,48.0,kg,4,1,11,14,2025,none,0,-1,3.685366022476725
2025-11-15,274,,Vegetables,45.0,48.0,kg,5,1,11,15,2025,none,0,-1,3.183490058084713
2025-11-16,274,,Vegetables,45.0,48.0,kg,6,0,11,16,2025,none,0,-1,3.183490058084713
2025-11-17,274,,Vegetables,45.0,48.0,kg,0,0,11,17,2025,none,0,-1,3.7365406124709275
2025-11-11,275,,Vegetables,72.0,78.0,kg,1,0,11,11,2025,none,0,-1,3.597395833333333
2025-11-12,275,,Vegetables,72.0,78.0,kg,2,0,11,12,2025,none,0,-1,3.597395833333333
2025-11-13,275,,Vegetables,72.0,78.0,kg,3,0,11,13,2025,none,0,-1,3.597395833333333
2025-11-14,275,,Vegetables,72.0,78.0,kg,4,1,11,14,2025,none,0,-1,3.597395833333333
2025-11-15,275,,Vegetables,72.0,78.0,kg,5,1,11,15,2025,none,0,-1,3.6118885869565216
2025-11-16,275,,Vegetables,72.0,78.0,kg,6,0,11,16,2025,none,0,-1,3.6118885869565216
2025-11-17,275,,Vegetables,72.0,78.0,kg,0,0,11,17,2025,none,0,-1,3.5690625
2025-11-11,276,,Spices,78.0,85.0,pcs,1,0,11,11,2025,none,0,-1,3.665232358652322
2025-11-12,276,,Spices,78.0,85.0,pcs,2,0,11,12,2025,none,0,-1,3.665232358652322
2025-11-13,276,,Spices,78.0,85.0,pcs,3,0,11,13,2025,none,0,-1,3.665232358652322
2025-11-14,276,,Spices,78.0,85.0,pcs,4,1,11,14,2025,none,0,-1,3.6827438794102503
2025-11-15,276,,Spices,78.0,85.0,pcs,5,1,11,15,2025,none,0,-1,3.6827438794102503
2025-11-16,276,,Spices,78.0,85.0,pcs,6,0,11,16,2025,none,0,-1,3.6827438794102503
2025-11-17,276,,Spices,78.0,85.0,pcs,0,0,11,17,2025,none,0,-1,3.665232358652322
2025-11-11,277,,Spices,155.0,168.0,pcs,1,0,11,11,2025,none,0,-1,3.160922593622159
2025-11-12,277,,Spices,155.0,168.0,pcs,2,0,11,12,2025,none,0,-1,3.160922593622159
2025-11-13,277,,Spices,155.0,168.0,pcs,3,0,11,13,2025,none,0,-1,2.973823960651048
2025-11-14,277,,Spices,155.0,168.0,pcs,4,1,11,14,2025,none,0,-1,2.973823960651048
2025-11-15,277,,Spices,155.0,168.0,pcs,5,1,11,15,2025,none,0,-1,3.200097035157028
2025-11-16,277,,Spices,155.0,168.0,pcs,6,0,11,16,2025,none,0,-1,3.200097035157028
2025-11-17,277,,Spices,155.0,168.0,pcs,0,0,11,17,2025,none,0,-1,3.379606415616013
2025-11-11,278,,Spices,68.0,75.0,pcs,1,0,11,11,2025,none,0,-1,3.144919409407103
2025-11-12,278,,Spices,68.0,75.0,pcs,2,0,11,12,2025,none,0,-1,3.144919409407103
2025-11-13,278,,Spices,68.0,75.0,pcs,3,0,11,13,2025,none,0,-1,3.202171674959054
2025-11-14,278,,Spices,68.0,75.0,pcs,4,1,11,14,2025,none,0,-1,3.0812735492807835
2025-11-15,278,,Spices,68.0,75.0,pcs,5,1,11,15,2025,none,0,-1,3.0812735492807835
2025-11-16,278,,Spices,68.0,75.0,pcs,6,0,11,16,2025,none,0,-1,3.202171674959054
2025-11-17,278,,Spices,68.0,75.0,pcs,0,0,11,17,2025,none,0,-1,3.144919409407103
2025-11-11,279,,Spices,135.0,148.0,pcs,1,0,11,11,2025,none,0,-1,3.5258588432258806
2025-11-12,279,,Spices,135.0,148.0,pcs,2,0,11,12,2025,none,0,-1,3.5258588432258806
2025-11-13,279,,Spices,135.0,148.0,pcs,3,0,11,13,2025,none,0,-1,3.4448273730167966
2025-11-14,279,,Spices,135.0,148.0,pcs,4,1,11,14,2025,none,0,-1,3.4448273730167966
2025-11-15,279,,Spices,135.0,148.0,pcs,5,1,11,15,2025,none,0,-1,3.6468744199139977
2025-11-16,279,,Spices,135.0,148.0,pcs,6,0,11,16,2025,none,0,-1,3.787064978304895
2025-11-17,279,,Spices,135.0,148.0,pcs,0,0,11,17,2025,none,0,-1,3.7195344457839328
2025-11-11,280,,Spices,73.0,80.0,pcs,1,0,11,11,2025,none,0,-1,3.3663823723835393
2025-11-12,280,,Spices,73.0,80.0,pcs,2,0,11,12,2025,none,0,-1,3.3994776103723403
2025-11-13,280,,Spices,73.0,80.0,pcs,3,0,11,13,2025,none,0,-1,3.3994776103723403
2025-11-14,280,,Spices,73.0,80.0,pcs,4,1,11,14,2025,none,0,-1,3.358323764734304
2025-11-15,280,,Spices,73.0,80.0,pcs,5,1,11,15,2025,none,0,-1,3.358323764734304
2025-11-16,280,,Spices,73.0,80.0,pcs,6,0,11,16,2025,none,0,-1,3.358323764734304
2025-11-17,280,,Spices,73.0,80.0,pcs,0,0,11,17,2025,none,0,-1,3.3663823723835393
2025-11-11,281,,Spices,145.0,158.0,pcs,1,0,11,11,2025,none,0,-1,2.789255794066463
2025-11-12,281,,Spices,145.0,158.0,pcs,2,0,11,12,2025,none,0,-1,2.789255794066463
2025-11-13,281,,Spices,145.0,158.0,pcs,3,0,11,13,2025,none,0,-1,3.1612083552645194
2025-11-14,281,,Spices,145.0,158.0,pcs,4,1,11,14,2025,none,0,-1,3.1612083552645194
2025-11-15,281,,Spices,145.0,158.0,pcs,5,1,11,15,2025,none,0,-1,3.1612083552645194
2025-11-16,281,,Spices,145.0,158.0,pcs,6,0,11,16,2025,none,0,-1,3.1612083552645194
2025-11-17,281,,Spices,145.0,158.0,pcs,0,0,11,17,2025,none,0,-1,2.789255794066463
2025-11-11,282,,Spices,88.0,95.0,pcs,1,0,11,11,2025,none,0,-1,3.682244632071537
2025-11-12,282,,Spices,88.0,95.0,pcs,2,0,11,12,2025,none,0,-1,3.682244632071537
2025-11-13,282,,Spices,88.0,95.0,pcs,3,0,11,13,2025,none,0,-1,3.682244632071537
2025-11-14,282,,Spices,88.0,95.0,pcs,4,1,11,14,2025,none,0,-1,3.6303833221673463
2025-11-15,282,,Spices,88.0,95.0,pcs,5,1,11,15,2025,none,0,-1,3.6303833221673463
2025-11-16,282,,Spices,88.0,95.0,pcs,6,0,11,16,2025,none,0,-1,3.6303833221673463
2025-11-17,282,,Spices,88.0,95.0,pcs,0,0,11,17,2025,none,0,-1,3.682244632071537
2025-11-11,283,,Spices,60.0,65.0,pcs,1,0,11,11,2025,none,0,-1,3.426944687871277
2025-11-12,283,,Spices,60.0,65.0,pcs,2,0,11,12,2025,none,0,-1,3.4498173504673577
2025-11-13,283,,Spices,60.0,65.0,pcs,3,0,11,13,2025,none,0,-1,3.4498173504673577
2025-11-14,283,,Spices,60.0,65.0,pcs,4,1,11,14,2025,none,0,-1,3.4498173504673577
2025-11-15,283,,Spices,60.0,65.0,pcs,5,1,11,15,2025,none,0,-1,3.35621193515445
2025-11-16,283,,Spices,60.0,65.0,pcs,6,0,11,16,2025,none,0,-1,3.35621193515445
2025-11-17,283,,Spices,60.0,65.0,pcs,0,0,11,17,2025,none,0,-1,3.4498173504673577
2025-11-11,284,,Spices,82.0,90.0,pcs,1,0,11,11,2025,none,0,-1,3.542237793294773
2025-11-12,284,,Spices,82.0,90.0,pcs,2,0,11,12,2025,none,0,-1,3.542237793294773
2025-11-13,284,,Spices,82.0,90.0,pcs,3,0,11,13,2025,none,0,-1,3.542237793294773
2025-11-14,284,,Spices,82.0,90.0,pcs,4,1,11,14,2025,none,0,-1,3.542237793294773
2025-11-15,284,,Spices,82.0,90.0,pcs,5,1,11,15,2025,none,0,-1,3.579496889919858
2025-11-16,284,,Spices,82.0,90.0,pcs,6,0,11,16,2025,none,0,-1,3.579496889919858
2025-11-17,284,,Spices,82.0,90.0,pcs,0,0,11,17,2025,none,0,-1,3.579496889919858
2025-11-11,285,,Spices,82.0,88.0,pcs,1,0,11,11,2025,none,0,-1,3.3843891410671207
2025-11-12,285,,Spices,82.0,88.0,pcs,2,0,11,12,2025,none,0,-1,3.3843891410671207
2025-11-13,285,,Spices,82.0,88.0,pcs,3,0,11,13,2025,none,0,-1,3.3843891410671207
2025-11-14,285,,Spices,82.0,88.0,pcs,4,1,11,14,2025,none,0,-1,3.3843891410671207
2025-11-15,285,,Spices,82.0,88.0,pcs,5,1,11,15,2025,none,0,-1,3.3843891410671207
2025-11-16,285,,Spices,82.0,88.0,pcs,6,0,11,16,2025,none,0,-1,3.3843891410671207
2025-11-17,285,,Spices,82.0,88.0,pcs,0,0,11,17,2025,none,0,-1,3.3843891410671207
2025-11-11,286,,Spices,85.0,92.0,pcs,1,0,11,11,2025,none,0,-1,3.585415807919404
2025-11-12,286,,Spices,85.0,92.0,pcs,2,0,11,12,2025,none,0,-1,3.585415807919404
2025-11-13,286,,Spices,85.0,92.0,pcs,3,0,11,13,2025,none,0,-1,3.585415807919404
2025-11-14,286,,Spices,85.0,92.0,pcs,4,1,11,14,2025,none,0,-1,3.585415807919404
2025-11-15,286,,Spices,85.0,92.0,pcs,5,1,11,15,2025,none,0,-1,3.772038992820621
2025-11-16,286,,Spices,85.0,92.0,pcs,6,0,11,16,2025,none,0,-1,3.772038992820621
2025-11-17,286,,Spices,85.0,92.0,pcs,0,0,11,17,2025,none,0,-1,3.772038992820621
2025-11-11,287,,Spices,80.0,88.0,pcs,1,0,11,11,2025,none,0,-1,3.8117540042811116
2025-11-12,287,,Spices,80.0,88.0,pcs,2,0,11,12,2025,none,0,-1,3.8117540042811116
2025-11-13,287,,Spices,80.0,88.0,pcs,3,0,11,13,2025,none,0,-1,3.8117540042811116
2025-11-14,287,,Spices,80.0,88.0,pcs,4,1,11,14,2025,none,0,-1,3.8117540042811116
2025-11-15,287,,Spices,80.0,88.0,pcs,5,1,11,15,2025,none,0,-1,3.737105004460959
2025-11-16,287,,Spices,80.0,88.0,pcs,6,0,11,16,2025,none,0,-1,3.737105004460959
2025-11-17,287,,Spices,80.0,88.0,pcs,0,0,11,17,2025,none,0,-1,3.737105004460959
2025-11-11,288,,Spices,32.0,35.0,pcs,1,0,11,11,2025,none,0,-1,3.532528009796802
2025-11-12,288,,Spices,32.0,35.0,pcs,2,0,11,12,2025,none,0,-1,3.4669224203293485
2025-11-13,288,,Spices,32.0,35.0,pcs,3,0,11,13,2025,none,0,-1,3.4669224203293485
2025-11-14,288,,Spices,32.0,35.0,pcs,4,1,11,14,2025,none,0,-1,3.4669224203293485
2025-11-15,288,,Spices,32.0,35.0,pcs,5,1,11,15,2025,none,0,-1,3.538480390137171
2025-11-16,288,,Spices,32.0,35.0,pcs,6,0,11,16,2025,none,0,-1,3.538480390137171
2025-11-17,288,,Spices,32.0,35.0,pcs,0,0,11,17,2025,none,0,-1,3.532528009796802
2025-11-11,289,,Spices,33.0,36.0,pcs,1,0,11,11,2025,none,0,-1,3.7695833323026697
2025-11-12,289,,Spices,33.0,36.0,pcs,2,0,11,12,2025,none,0,-1,3.7695833323026697
2025-11-13,289,,Spices,33.0,36.0,pcs,3,0,11,13,2025,none,0,-1,3.7670833326006927
2025-11-14,289,,Spices,33.0,36.0,pcs,4,1,11,14,2025,none,0,-1,3.7670833326006927
2025-11-15,289,,Spices,33.0,36.0,pcs,5,1,11,15,2025,none,0,-1,3.7670833326006927
2025-11-16,289,,Spices,33.0,36.0,pcs,6,0,11,16,2025,none,0,-1,3.7670833326006927
2025-11-17,289,,Spices,33.0,36.0,pcs,0,0,11,17,2025,none,0,-1,3.820833332153658
2025-11-11,290,,Spices,32.0,35.0,pcs,1,0,11,11,2025,none,0,-1,3.4221249096666644
2025-11-12,290,,Spices,32.0,35.0,pcs,2,0,11,12,2025,none,0,-1,3.4221249096666644
2025-11-13,290,,Spices,32.0,35.0,pcs,3,0,11,13,2025,none,0,-1,3.426102909141088
2025-11-14,290,,Spices,32.0,35.0,pcs,4,1,11,14,2025,none,0,-1,3.5998756511654886
2025-11-15,290,,Spices,32.0,35.0,pcs,5,1,11,15,2025,none,0,-1,3.5998756511654886
2025-11-16,290,,Spices,32.0,35.0,pcs,6,0,11,16,2025,none,0,-1,3.5998756511654886
2025-11-17,290,,Spices,32.0,35.0,pcs,0,0,11,17,2025,none,0,-1,3.455786382326085
2025-11-11,291,,Spices,112.0,120.0,pcs,1,0,11,11,2025,none,0,-1,3.6776190488111404
2025-11-12,291,,Spices,112.0,120.0,pcs,2,0,11,12,2025,none,0,-1,3.7103571441556724
2025-11-13,291,,Spices,112.0,120.0,pcs,3,0,11,13,2025,none,0,-1,3.7103571441556724
2025-11-14,291,,Spices,112.0,120.0,pcs,4,1,11,14,2025,none,0,-1,3.7103571441556724
2025-11-15,291,,Spices,112.0,120.0,pcs,5,1,11,15,2025,none,0,-1,3.7103571441556724
2025-11-16,291,,Spices,112.0,120.0,pcs,6,0,11,16,2025,none,0,-1,3.7103571441556724
2025-11-17,291,,Spices,112.0,120.0,pcs,0,0,11,17,2025,none,0,-1,3.7103571441556724
2025-11-11,292,,Spices,118.0,128.0,pcs,1,0,11,11,2025,none,0,-1,3.6952308487651737
2025-11-12,292,,Spices,118.0,128.0,pcs,2,0,11,12,2025,none,0,-1,3.6952308487651737
2025-11-13,292,,Spices,118.0,128.0,pcs,3,0,11,13,2025,none,0,-1,3.6952308487651737
2025-11-14,292,,Spices,118.0,128.0,pcs,4,1,11,14,2025,none,0,-1,3.6952308487651737
2025-11-15,292,,Spices,118.0,128.0,pcs,5,1,11,15,2025,none,0,-1,3.6952308487651737
2025-11-16,292,,Spices,118.0,128.0,pcs,6,0,11,16,2025,none,0,-1,3.6952308487651737
2025-11-17,292,,Spices,118.0,128.0,pcs,0,0,11,17,2025,none,0,-1,3.6952308487651737
2025-11-11,293,,Spices,195.0,215.0,pcs,1,0,11,11,2025,none,0,-1,2.936233395653898
2025-11-12,293,,Spices,195.0,215.0,pcs,2,0,11,12,2025,none,0,-1,2.802907394159362
2025-11-13,293,,Spices,195.0,215.0,pcs,3,0,11,13,2025,none,0,-1,2.802907394159362
2025-11-14,293,,Spices,195.0,215.0,pcs,4,1,11,14,2025,none,0,-1,2.8040830196523636
2025-11-15,293,,Spices,195.0,215.0,pcs,5,1,11,15,2025,none,0,-1,2.8040830196523636
2025-11-16,293,,Spices,195.0,215.0,pcs,6,0,11,16,2025,none,0,-1,2.824616296406198
2025-11-17,293,,Spices,195.0,215.0,pcs,0,0,11,17,2025,none,0,-1,2.936233395653898
2025-11-11,294,,Spices,88.0,98.0,pcs,1,0,11,11,2025,none,0,-1,3.2029844283547417
2025-11-12,294,,Spices,88.0,98.0,pcs,2,0,11,12,2025,none,0,-1,3.1085888273098874
2025-11-13,294,,Spices,88.0,98.0,pcs,3,0,11,13,2025,none,0,-1,3.3141143911249853
2025-11-14,294,,Spices,88.0,98.0,pcs,4,1,11,14,2025,none,0,-1,3.431221964323226
2025-11-15,294,,Spices,88.0,98.0,pcs,5,1,11,15,2025,none,0,-1,3.431221964323226
2025-11-16,294,,Spices,88.0,98.0,pcs,6,0,11,16,2025,none,0,-1,3.6578910992647726
2025-11-17,294,,Spices,88.0,98.0,pcs,0,0,11,17,2025,none,0,-1,3.573880211576099
2025-11-11,295,,Spices,105.0,118.0,pcs,1,0,11,11,2025,none,0,-1,3.6284722222222223
2025-11-12,295,,Spices,105.0,118.0,pcs,2,0,11,12,2025,none,0,-1,3.6284722222222223
2025-11-13,295,,Spices,105.0,118.0,pcs,3,0,11,13,2025,none,0,-1,3.6284722222222223
2025-11-14,295,,Spices,105.0,118.0,pcs,4,1,11,14,2025,none,0,-1,3.6284722222222223
2025-11-15,295,,Spices,105.0,118.0,pcs,5,1,11,15,2025,none,0,-1,3.6284722222222223
2025-11-16,295,,Spices,105.0,118.0,pcs,6,0,11,16,2025,none,0,-1,3.59375
2025-11-17,295,,Spices,105.0,118.0,pcs,0,0,11,17,2025,none,0,-1,3.59375
2025-11-11,296,,Spices,48.0,55.0,pcs,1,0,11,11,2025,none,0,-1,3.5381555170934558
2025-11-12,296,,Spices,48.0,55.0,pcs,2,0,11,12,2025,none,0,-1,3.5381555170934558
2025-11-13,296,,Spices,48.0,55.0,pcs,3,0,11,13,2025,none,0,-1,3.5381555170934558
2025-11-14,296,,Spices,48.0,55.0,pcs,4,1,11,14,2025,none,0,-1,3.5381555170934558
2025-11-15,296,,Spices,48.0,55.0,pcs,5,1,11,15,2025,none,0,-1,3.5381555170934558
2025-11-16,296,,Spices,48.0,55.0,pcs,6,0,11,16,2025,none,0,-1,3.5381555170934558
2025-11-17,296,,Spices,48.0,55.0,pcs,0,0,11,17,2025,none,0,-1,3.5381555170934558
2025-11-11,297,,Spices,92.0,102.0,pcs,1,0,11,11,2025,none,0,-1,3.3655474184659546
2025-11-12,297,,Spices,92.0,102.0,pcs,2,0,11,12,2025,none,0,-1,3.3655474184659546
2025-11-13,297,,Spices,92.0,102.0,pcs,3,0,11,13,2025,none,0,-1,3.21578906165568
2025-11-14,297,,Spices,92.0,102.0,pcs,4,1,11,14,2025,none,0,-1,3.21578906165568
2025-11-15,297,,Spices,92.0,102.0,pcs,5,1,11,15,2025,none,0,-1,3.21578906165568
2025-11-16,297,,Spices,92.0,102.0,pcs,6,0,11,16,2025,none,0,-1,3.21578906165568
2025-11-17,297,,Spices,92.0,102.0,pcs,0,0,11,17,2025,none,0,-1,3.3655474184659546
2025-11-11,298,,Spices,58.0,65.0,pcs,1,0,11,11,2025,none,0,-1,3.197438950543783
2025-11-12,298,,Spices,58.0,65.0,pcs,2,0,11,12,2025,none,0,-1,3.197438950543783
2025-11-13,298,,Spices,58.0,65.0,pcs,3,0,11,13,2025,none,0,-1,3.197438950543783
2025-11-14,298,,Spices,58.0,65.0,pcs,4,1,11,14,2025,none,0,-1,3.197438950543783
2025-11-15,298,,Spices,58.0,65.0,pcs,5,1,11,15,2025,none,0,-1,3.197438950543783
2025-11-16,298,,Spices,58.0,65.0,pcs,6,0,11,16,2025,none,0,-1,3.197438950543783
2025-11-17,298,,Spices,58.0,65.0,pcs,0,0,11,17,2025,none,0,-1,3.197438950543783
2025-11-11,299,,Spices,82.0,90.0,pcs,1,0,11,11,2025,none,0,-1,3.496877246778547
2025-11-12,299,,Spices,82.0,90.0,pcs,2,0,11,12,2025,none,0,-1,3.496877246778547
2025-11-13,299,,Spices,82.0,90.0,pcs,3,0,11,13,2025,none,0,-1,3.496877246778547
2025-11-14,299,,Spices,82.0,90.0,pcs,4,1,11,14,2025,none,0,-1,3.0174231458497336
2025-11-15,299,,Spices,82.0,90.0,pcs,5,1,11,15,2025,none,0,-1,3.0174231458497336
2025-11-16,299,,Spices,82.0,90.0,pcs,6,0,11,16,2025,none,0,-1,3.199499129221815
2025-11-17,299,,Spices,82.0,90.0,pcs,0,0,11,17,2025,none,0,-1,3.496877246778547
2025-11-11,300,,Spices,42.0,48.0,pcs,1,0,11,11,2025,none,0,-1,3.2223196880298715
2025-11-12,300,,Spices,42.0,48.0,pcs,2,0,11,12,2025,none,0,-1,3.2223196880298715
2025-11-13,300,,Spices,42.0,48.0,pcs,3,0,11,13,2025,none,0,-1,3.2203327215911615
2025-11-14,300,,Spices,42.0,48.0,pcs,4,1,11,14,2025,none,0,-1,3.2397940544803685
2025-11-15,300,,Spices,42.0,48.0,pcs,5,1,11,15,2025,none,0,-1,3.2397940544803685
2025-11-16,300,,Spices,42.0,48.0,pcs,6,0,11,16,2025,none,0,-1,2.755344390949285
2025-11-17,300,,Spices,42.0,48.0,pcs,0,0,11,17,2025,none,0,-1,2.719358752115555
2025-11-11,301,,Spices,68.0,75.0,pcs,1,0,11,11,2025,none,0,-1,3.71280120606882
2025-11-12,301,,Spices,68.0,75.0,pcs,2,0,11,12,2025,none,0,-1,3.71280120606882
2025-11-13,301,,Spices,68.0,75.0,pcs,3,0,11,13,2025,none,0,-1,3.6791473603046967
2025-11-14,301,,Spices,68.0,75.0,pcs,4,1,11,14,2025,none,0,-1,3.6791473603046967
2025-11-15,301,,Spices,68.0,75.0,pcs,5,1,11,15,2025,none,0,-1,3.6791473603046967
2025-11-16,301,,Spices,68.0,75.0,pcs,6,0,11,16,2025,none,0,-1,3.6791473603046967
2025-11-17,301,,Spices,68.0,75.0,pcs,0,0,11,17,2025,none,0,-1,3.71280120606882
2025-11-11,302,,Snacks,40.0,45.0,pcs,1,0,11,11,2025,none,0,-1,3.7064564545501817
2025-11-12,302,,Snacks,40.0,45.0,pcs,2,0,11,12,2025,none,0,-1,3.7064564545501817
2025-11-13,302,,Snacks,40.0,45.0,pcs,3,0,11,13,2025,none,0,-1,3.7175675659451244
2025-11-14,302,,Snacks,40.0,45.0,pcs,4,1,11,14,2025,none,0,-1,3.7175675659451244
2025-11-15,302,,Snacks,40.0,45.0,pcs,5,1,11,15,2025,none,0,-1,3.6867983357326404
2025-11-16,302,,Snacks,40.0,45.0,pcs,6,0,11,16,2025,none,0,-1,3.6867983357326404
2025-11-17,302,,Snacks,40.0,45.0,pcs,0,0,11,17,2025,none,0,-1,3.7064564545501817
2025-11-11,303,,Snacks,80.0,88.0,pcs,1,0,11,11,2025,none,0,-1,3.906838235097444
2025-11-12,303,,Snacks,80.0,88.0,pcs,2,0,11,12,2025,none,0,-1,3.906838235097444
2025-11-13,303,,Snacks,80.0,88.0,pcs,3,0,11,13,2025,none,0,-1,3.906838235097444
2025-11-14,303,,Snacks,80.0,88.0,pcs,4,1,11,14,2025,none,0,-1,3.9265882351477357
2025-11-15,303,,Snacks,80.0,88.0,pcs,5,1,11,15,2025,none,0,-1,3.9265882351477357
2025-11-16,303,,Snacks,80.0,88.0,pcs,6,0,11,16,2025,none,0,-1,3.9265882351477357
2025-11-17,303,,Snacks,80.0,88.0,pcs,0,0,11,17,2025,none,0,-1,3.906838235097444
